date,volume,r1,5 period EMA,y_test,predictions,daily returns,model returns
2022-01-16,20602.35271,43622.02,42999.96148772879,-1.0,1.0,-0.0002931462953200681,-0.0002931462953200681
2022-01-17,27562.08613,43384.02288666667,42733.84724728258,1.0,1.0,-0.020199825128634497,-0.020199825128634497
2022-01-18,29324.08257,42930.93365333333,42606.6047004438,-1.0,1.0,0.003566213808853691,0.003566213808853691
2022-01-19,31685.72159,42648.168666666665,42291.07291693412,-1.0,1.0,-0.01634180296051302,-0.01634180296051302
2022-01-20,42330.33953,42328.557740000004,41754.351698889775,-1.0,1.0,-0.023502154704235556,-0.023502154704235556
2022-01-21,88860.891999,42707.285579999996,39984.670592438146,-1.0,1.0,-0.10411763158690412,-0.10411763158690412
2022-01-22,90471.338961,39823.8681,38346.92006170129,1.0,1.0,-0.03769730590849685,-0.03769730590849685
2022-01-23,44279.52354,36384.878039999996,37646.1299460674,1.0,1.0,0.033449743409305954,0.033449743409305954
2022-01-24,91904.753211,36506.552180000006,37317.53660099436,1.0,1.0,0.011472069593911227,0.011472069593911227
2022-01-25,49232.40183,37478.91439333333,37197.79772677697,-1.0,1.0,0.008127854753159802,0.008127854753159802
2022-01-26,69830.16036,37439.28148,37068.31181264669,1.0,1.0,-0.004031027384361674,-0.004031027384361674
2022-01-27,53020.87934,38347.12036666667,37098.907875917655,1.0,1.0,0.009529103211304513,0.009529103211304513
2022-01-28,42154.26956,37293.74972000001,37304.7919209564,1.0,1.0,0.01497466368497391,0.01497466368497391
2022-01-29,26129.49682,37995.30951333334,37592.141284059784,-1.0,1.0,0.011938522495158699,0.011938522495158699
2022-01-30,21430.66527,38606.78526666666,37688.68085680636,1.0,1.0,-0.0074693110564038045,-0.0074693110564038045
2022-01-31,36855.2458,38249.13132666667,37948.08723924397,1.0,1.0,0.015446484007078931,0.015446484007078931
2022-02-01,34574.44663,38754.38764666667,38196.921493707385,-1.0,1.0,0.005919114875386322,0.005919114875386322
2022-02-02,35794.6813,39136.56973333333,37763.40099478507,1.0,1.0,-0.046472388000493026,-0.046472388000493026
2022-02-03,32081.10999,38313.156539999996,37612.80399628719,1.0,1.0,0.011254497733651725,0.011254497733651725
2022-02-04,64703.95874,37417.204000000005,38933.28599890543,-1.0,1.0,0.11424433306415893,0.11424433306415893
2022-02-05,32532.34372,41937.25586666667,39749.72066650604,1.0,1.0,-0.004610065124446061,-0.004610065124446061
2022-02-06,22405.16704,41788.763093333335,40626.770444744914,1.0,1.0,0.02412318803632174,0.02412318803632174
2022-02-07,51060.62006,42639.20941333334,41697.843630161755,1.0,1.0,0.03442874108058658,0.03442874108058658
2022-02-08,64880.29387,44419.2563,42479.55908693595,1.0,1.0,0.004630475508776266,0.004630475508776266
2022-02-09,34428.16729,45146.528666666665,43110.61272471086,-1.0,1.0,0.007486548937753801,0.007486548937753801
2022-02-10,62357.29091,44738.71922666667,43238.88848315235,-1.0,1.0,-0.01977070596528674,-0.01977070596528674
2022-02-11,44975.1687,45174.633513333334,42950.502322083914,-1.0,1.0,-0.025789140194926174,-0.025789140194926174
2022-02-12,26556.85681,43501.00918000001,42706.29154804598,-1.0,1.0,-0.003678222332563097,-0.003678222332563097
2022-02-13,17732.08113,42859.95968666667,42488.747698691404,1.0,1.0,-0.0038895851448687013,-0.0038895851448687013
2022-02-14,34010.1306,42567.86666666667,42504.47846579456,1.0,1.0,0.01146820514552127,0.01146820514552127
2022-02-15,38095.19576,42803.116213333335,43184.60564387126,-1.0,1.0,0.04722876701443535,0.04722876701443535
2022-02-16,28471.8727,44795.67267333333,43414.25709591602,-1.0,1.0,-0.015070201141052064,-0.015070201141052064
2022-02-17,47245.99494,44384.991206666666,42448.07139727216,-1.0,1.0,-0.07653493356819008,-0.07653493356819008
2022-02-18,43845.92241,43147.493,41623.52759817849,1.0,1.0,-0.013359265667383102,-0.013359265667383102
2022-02-19,18042.0551,40704.88082666667,41108.74173211776,-1.0,1.0,0.0026199241315199018,0.0026199241315199018
2022-02-20,33439.29011,40361.79411333333,40201.4578214104,-1.0,1.0,-0.042223429277602254,-0.042223429277602254
2022-02-21,62347.68496,39649.36141333334,39137.02521427247,1.0,1.0,-0.035916689265527824,-0.035916689265527824
2022-02-22,53785.94589,38796.74503333333,38834.79347618143,-1.0,1.0,0.03302433841617636,0.03302433841617636
2022-02-23,43560.732,38463.954666666665,38306.53231745404,1.0,1.0,-0.025642467642837508,-0.025642467642837508
2022-02-24,120476.29458,38690.996146666665,38313.42487830269,1.0,1.0,0.02891811304211722,0.02891811304211722
2022-02-25,56574.57125,39606.411706666666,38615.33991886853,-1.0,1.0,0.02327223922638777,0.02327223922638777
2022-02-26,29361.2568,39609.97578666666,38782.466612579046,-1.0,1.0,-0.0026122429413982795,-0.0026122429413982795
2022-02-27,46229.44719,40024.26980666667,38421.334408386,1.0,1.0,-0.03624153558887355,-0.03624153558887355
2022-02-28,73945.63858,39275.80073333333,40000.88960559077,1.0,1.0,0.14485582800848928,0.14485582800848928
2022-03-01,61743.09873,44200.30927333333,41474.32640372724,-1.0,1.0,0.029221501390175986,0.029221501390175986
2022-03-02,57782.65081,44877.16564,42280.54426915151,-1.0,1.0,-0.011891169081429398,-0.011891169081429398
2022-03-03,50940.61021,44998.20095333334,42338.36284610101,-1.0,1.0,-0.032783830124999525,-0.032783830124999525
2022-03-04,61964.68498,43662.49688,41275.12856406733,1.0,1.0,-0.07785697460781071,-0.07785697460781071
2022-03-05,30363.13341,41594.6486,40649.40570937821,-1.0,1.0,0.006368034052761873,0.006368034052761873
2022-03-06,39677.26158,39600.154966666654,39906.54047291881,-1.0,1.0,-0.024802045588147248,-0.024802045588147248
2022-03-07,63941.20316,39347.641266666666,39267.02698194587,1.0,1.0,-0.011264988947395915,-0.011264988947395915
2022-03-08,55528.43367,39144.15174,39088.22798796392,1.0,1.0,0.019549068126776703,0.019549068126776703
2022-03-09,67392.58799,39224.32559333334,40039.388658642616,-1.0,1.0,0.08290802395933139,0.08290802395933139
2022-03-10,71950.25677,42568.240353333334,39833.59243909508,-1.0,1.0,-0.0600764727999884,-0.0600764727999884
2022-03-11,59018.7642,41337.41513333333,39465.58495939673,1.0,1.0,-0.01756455786109279,-0.01756455786109279
2022-03-12,24034.36432,39831.97945333333,39246.17663959782,-1.0,1.0,0.0020085428265792515,0.0020085428265792515
2022-03-13,32791.82359,39300.467913333334,38756.564426398545,1.0,1.0,-0.026541872469552308,-0.026541872469552308
2022-03-14,46945.45375,38883.37918,39061.49961759903,-1.0,1.0,0.05013666923081428,0.05013666923081428
