date,12 period EMA,title_neu,r2,y_test,predictions,daily returns,model returns
2022-02-03,37998.310811340365,0.0,38848.63346,1.0,1.0,0.011254497733651725,0.011254497733651725
2022-02-04,38548.56507082268,0.0,37685.536,-1.0,1.0,0.11424433306415893,0.11424433306415893
2022-02-05,38984.64251474411,0.0,43057.21746666667,1.0,1.0,-0.004610065124446061,-0.004610065124446061
2022-02-06,39507.21368895405,0.0,42041.44357333334,1.0,1.0,0.02412318803632174,0.02412318803632174
2022-02-07,40173.87522914428,0.0,43002.51725333333,1.0,1.0,0.03442874108058658,0.03442874108058658
2022-02-08,40769.18453281306,0.0,45092.9537,1.0,1.0,0.004630475508776266,0.004630475508776266
2022-02-09,41323.622579763236,0.84,45813.46466666667,-1.0,1.0,0.007486548937753801,0.007486548937753801
2022-02-10,41657.77280220196,0.0,45135.45410666667,-1.0,1.0,-0.01977070596528674,-0.01977070596528674
2022-02-11,41767.92688776144,0.0,45799.32315333334,-1.0,1.0,-0.025789140194926174,-0.025789140194926174
2022-02-12,41837.152533951106,0.0,43968.64082000001,-1.0,1.0,-0.003678222332563097,-0.003678222332563097
2022-02-13,41870.46285242003,0.0,43188.143646666664,1.0,1.0,-0.0038895851448687013,-0.0038895851448687013
2022-02-14,41972.847794826586,0.0,42777.90666666666,1.0,1.0,0.01146820514552127,0.01146820514552127
2022-02-15,42368.55454725185,0.0,43107.99045333333,-1.0,1.0,0.04722876701443535,0.04722876701443535
2022-02-16,42600.10006988024,1.0,45344.22399333333,-1.0,1.0,-0.015070201141052064,-0.015070201141052064
2022-02-17,42279.415844249954,0.0,44678.33212666667,-1.0,1.0,-0.07653493356819008,-0.07653493356819008
2022-02-18,41924.79735301941,0.0,44113.087,1.0,1.0,-0.013359265667383102,-0.013359265667383102
2022-02-19,41640.850060645505,0.0,41061.21250666666,-1.0,1.0,0.0026199241315199018,0.0026199241315199018
2022-02-20,41140.23392434148,0.0,40551.842553333336,-1.0,1.0,-0.042223429277602254,-0.042223429277602254
2022-02-21,40504.522833738156,0.864,40150.965253333336,1.0,1.0,-0.035916689265527824,-0.035916689265527824
2022-02-22,40154.64356234406,0.0,39432.611633333334,-1.0,1.0,0.03302433841617636,0.03302433841617636
2022-02-23,39707.77313107974,0.0,38954.598666666665,1.0,1.0,-0.025642467642837508,-0.025642467642837508
2022-02-24,39495.3773033686,1.0,39213.29718666667,1.0,1.0,0.02891811304211722,0.02891811304211722
2022-02-25,39452.88361817314,0.0,40909.30162666667,-1.0,1.0,0.02327223922638777,0.02327223922638777
2022-02-26,39401.165876972766,0.0,40003.89754666667,-1.0,1.0,-0.0026122429413982795,-0.0026122429413982795
2022-02-27,39139.30385255196,0.0,40443.23352666666,1.0,1.0,-0.03624153558887355,-0.03624153558887355
2022-02-28,39757.87472980309,1.0,39949.74593333333,1.0,1.0,0.14485582800848928,0.14485582800848928
2022-03-01,40475.31158427718,0.0,45799.367393333334,-1.0,1.0,0.029221501390175986,0.029221501390175986
2022-03-02,41001.10808790803,0.0,45381.97435999999,-1.0,1.0,-0.011891169081429398,-0.011891169081429398
2022-03-03,41224.63041073255,0.0,45485.75571333334,-1.0,1.0,-0.032783830124999525,-0.032783830124999525
2022-03-04,40905.24975488253,0.0,44197.943119999996,1.0,1.0,-0.07785697460781071,-0.07785697460781071
2022-03-05,40673.35865925374,0.0,42533.2914,-1.0,1.0,0.006368034052761873,0.006368034052761873
2022-03-06,40326.81225125287,0.0,39884.688366666654,-1.0,1.0,-0.024802045588147248,-0.024802045588147248
2022-03-07,39966.99457732073,1.0,39726.492066666666,1.0,1.0,-0.011264988947395915,-0.011264988947395915
2022-03-08,39776.784461410956,1.0,39708.79826,1.0,1.0,0.019549068126776703,0.019549068126776703
2022-03-09,40109.85019697206,1.0,39577.01107333334,-1.0,1.0,0.08290802395933139,0.08290802395933139
