date,title_pos,title_neg,5 period EMA,y_test,predictions,daily returns,model returns
2022-01-10,0.0,0.0,42366.15521277593,1.0,-1.0,-0.0010063390041520348,0.0010063390041520348
2022-01-11,0.0,0.0,42487.202272393355,1.0,-1.0,0.021682114096984728,-0.021682114096984728
2022-01-12,0.0,0.0,42959.02705130381,-1.0,-1.0,0.027460554575093665,-0.027460554575093665
2022-01-13,0.0,0.0,42826.0536606659,1.0,-1.0,-0.03058015163545902,0.03058015163545902
2022-01-14,0.0,0.0,42904.022847060645,1.0,-1.0,0.011744565509816507,-0.011744565509816507
2022-01-15,0.0,0.0,42964.11210695456,-1.0,-1.0,0.0005650260706233645,-0.0005650260706233645
2022-01-16,0.0,0.0,42999.96148772879,-1.0,-1.0,-0.0002931462953200681,0.0002931462953200681
2022-01-17,0.0,0.0,42733.84724728258,1.0,-1.0,-0.020199825128634497,0.020199825128634497
2022-01-18,0.0,0.0,42606.6047004438,-1.0,-1.0,0.003566213808853691,-0.003566213808853691
2022-01-19,0.0,0.0,42291.07291693412,-1.0,-1.0,-0.01634180296051302,0.01634180296051302
2022-01-20,0.0,0.0,41754.351698889775,-1.0,-1.0,-0.023502154704235556,0.023502154704235556
2022-01-21,0.0,0.0,39984.670592438146,-1.0,-1.0,-0.10411763158690412,0.10411763158690412
2022-01-22,0.0,0.0,38346.92006170129,1.0,-1.0,-0.03769730590849685,0.03769730590849685
2022-01-23,0.0,0.0,37646.1299460674,1.0,-1.0,0.033449743409305954,-0.033449743409305954
2022-01-24,0.0,0.0,37317.53660099436,1.0,-1.0,0.011472069593911227,-0.011472069593911227
2022-01-25,0.0,0.0,37197.79772677697,-1.0,-1.0,0.008127854753159802,-0.008127854753159802
2022-01-26,0.0,0.0,37068.31181264669,1.0,-1.0,-0.004031027384361674,0.004031027384361674
2022-01-27,0.0,0.0,37098.907875917655,1.0,-1.0,0.009529103211304513,-0.009529103211304513
2022-01-28,0.0,0.0,37304.7919209564,1.0,-1.0,0.01497466368497391,-0.01497466368497391
2022-01-29,0.0,0.0,37592.141284059784,-1.0,-1.0,0.011938522495158699,-0.011938522495158699
2022-01-30,0.0,0.0,37688.68085680636,1.0,-1.0,-0.0074693110564038045,0.0074693110564038045
2022-01-31,0.0,0.0,37948.08723924397,1.0,-1.0,0.015446484007078931,-0.015446484007078931
2022-02-01,0.0,0.0,38196.921493707385,-1.0,-1.0,0.005919114875386322,-0.005919114875386322
2022-02-02,0.0,0.0,37763.40099478507,1.0,-1.0,-0.046472388000493026,0.046472388000493026
2022-02-03,0.0,0.0,37612.80399628719,1.0,-1.0,0.011254497733651725,-0.011254497733651725
2022-02-04,0.0,0.0,38933.28599890543,-1.0,-1.0,0.11424433306415893,-0.11424433306415893
2022-02-05,0.0,0.0,39749.72066650604,1.0,-1.0,-0.004610065124446061,0.004610065124446061
2022-02-06,0.0,0.0,40626.770444744914,1.0,-1.0,0.02412318803632174,-0.02412318803632174
2022-02-07,0.0,0.0,41697.843630161755,1.0,-1.0,0.03442874108058658,-0.03442874108058658
2022-02-08,0.0,0.0,42479.55908693595,1.0,-1.0,0.004630475508776266,-0.004630475508776266
2022-02-09,0.0,0.16,43110.61272471086,-1.0,-1.0,0.007486548937753801,-0.007486548937753801
2022-02-10,0.0,0.0,43238.88848315235,-1.0,-1.0,-0.01977070596528674,0.01977070596528674
2022-02-11,0.0,0.0,42950.502322083914,-1.0,-1.0,-0.025789140194926174,0.025789140194926174
2022-02-12,0.0,0.0,42706.29154804598,-1.0,-1.0,-0.003678222332563097,0.003678222332563097
2022-02-13,0.0,0.0,42488.747698691404,1.0,-1.0,-0.0038895851448687013,0.0038895851448687013
2022-02-14,0.0,0.0,42504.47846579456,1.0,-1.0,0.01146820514552127,-0.01146820514552127
2022-02-15,0.0,0.0,43184.60564387126,-1.0,-1.0,0.04722876701443535,-0.04722876701443535
2022-02-16,0.0,0.0,43414.25709591602,-1.0,-1.0,-0.015070201141052064,0.015070201141052064
2022-02-17,0.0,0.0,42448.07139727216,-1.0,-1.0,-0.07653493356819008,0.07653493356819008
2022-02-18,0.0,0.0,41623.52759817849,1.0,-1.0,-0.013359265667383102,0.013359265667383102
2022-02-19,0.0,0.0,41108.74173211776,-1.0,-1.0,0.0026199241315199018,-0.0026199241315199018
2022-02-20,0.0,0.0,40201.4578214104,-1.0,-1.0,-0.042223429277602254,0.042223429277602254
2022-02-21,0.136,0.0,39137.02521427247,1.0,-1.0,-0.035916689265527824,0.035916689265527824
2022-02-22,0.0,0.0,38834.79347618143,-1.0,-1.0,0.03302433841617636,-0.03302433841617636
2022-02-23,0.0,0.0,38306.53231745404,1.0,-1.0,-0.025642467642837508,0.025642467642837508
2022-02-24,0.0,0.0,38313.42487830269,1.0,-1.0,0.02891811304211722,-0.02891811304211722
2022-02-25,0.0,0.0,38615.33991886853,-1.0,-1.0,0.02327223922638777,-0.02327223922638777
2022-02-26,0.0,0.0,38782.466612579046,-1.0,-1.0,-0.0026122429413982795,0.0026122429413982795
2022-02-27,0.0,0.0,38421.334408386,1.0,-1.0,-0.03624153558887355,0.03624153558887355
2022-02-28,0.0,0.0,40000.88960559077,1.0,-1.0,0.14485582800848928,-0.14485582800848928
2022-03-01,0.0,0.0,41474.32640372724,-1.0,-1.0,0.029221501390175986,-0.029221501390175986
2022-03-02,0.0,0.0,42280.54426915151,-1.0,-1.0,-0.011891169081429398,0.011891169081429398
2022-03-03,0.0,0.0,42338.36284610101,-1.0,-1.0,-0.032783830124999525,0.032783830124999525
2022-03-04,0.0,0.0,41275.12856406733,1.0,-1.0,-0.07785697460781071,0.07785697460781071
2022-03-05,0.0,0.0,40649.40570937821,-1.0,-1.0,0.006368034052761873,-0.006368034052761873
2022-03-06,0.0,0.0,39906.54047291881,-1.0,-1.0,-0.024802045588147248,0.024802045588147248
2022-03-07,0.0,0.0,39267.02698194587,1.0,-1.0,-0.011264988947395915,0.011264988947395915
2022-03-08,0.0,0.0,39088.22798796392,1.0,-1.0,0.019549068126776703,-0.019549068126776703
2022-03-09,0.0,0.0,40039.388658642616,-1.0,-1.0,0.08290802395933139,-0.08290802395933139
