date,title_pos,title_neg,pivot,y_test,predictions,daily returns,model returns
2022-01-20,0.0,0.0,41785.9,-1.0,1.0,-0.023502154704235556,-0.023502154704235556
2022-01-21,0.0,0.0,41579.74,-1.0,1.0,-0.10411763158690412,-0.10411763158690412
2022-01-22,0.0,0.0,37661.92,1.0,1.0,-0.03769730590849685,-0.03769730590849685
2022-01-23,0.0,0.0,35304.88,1.0,1.0,0.033449743409305954,0.033449743409305954
2022-01-24,0.0,0.0,35781.520000000004,1.0,1.0,0.011472069593911227,0.011472069593911227
2022-01-25,0.0,0.0,35709.17333333333,-1.0,1.0,0.008127854753159802,0.008127854753159802
2022-01-26,0.0,0.0,36734.82,1.0,1.0,-0.004031027384361674,-0.004031027384361674
2022-01-27,0.0,0.0,37321.316666666666,1.0,1.0,0.009529103211304513,0.009529103211304513
2022-01-28,0.0,0.0,36633.86000000001,1.0,1.0,0.01497466368497391,0.01497466368497391
2022-01-29,0.0,0.0,37290.52333333334,-1.0,1.0,0.011938522495158699,0.011938522495158699
2022-01-30,0.0,0.0,38052.00666666666,1.0,1.0,-0.0074693110564038045,-0.0074693110564038045
2022-01-31,0.0,0.0,37864.21666666667,1.0,1.0,0.015446484007078931,0.015446484007078931
2022-02-01,0.0,0.0,37947.83666666667,-1.0,1.0,0.005919114875386322,0.005919114875386322
2022-02-02,0.0,0.0,38653.26333333333,1.0,1.0,-0.046472388000493026,-0.046472388000493026
2022-02-03,0.0,0.0,37446.409999999996,1.0,1.0,0.011254497733651725,0.011254497733651725
2022-02-04,0.0,0.0,36982.87,-1.0,1.0,0.11424433306415893,0.11424433306415893
2022-02-05,0.0,0.0,40124.43666666667,1.0,1.0,-0.004610065124446061,-0.004610065124446061
2022-02-06,0.0,0.0,41379.763333333336,1.0,1.0,0.02412318803632174,0.02412318803632174
2022-02-07,0.0,0.0,42051.14333333333,1.0,1.0,0.03442874108058658,0.03442874108058658
2022-02-08,0.0,0.0,43328.78,1.0,1.0,0.004630475508776266,0.004630475508776266
2022-02-09,0.0,0.16,44066.996666666666,-1.0,1.0,0.007486548937753801,0.007486548937753801
2022-02-10,0.0,0.0,44096.54666666667,-1.0,1.0,-0.01977070596528674,-0.01977070596528674
2022-02-11,0.0,0.0,44163.48333333334,-1.0,1.0,-0.025789140194926174,-0.025789140194926174
2022-02-12,0.0,0.0,42744.08000000001,-1.0,1.0,-0.003678222332563097,-0.003678222332563097
2022-02-13,0.0,0.0,42328.746666666666,1.0,1.0,-0.0038895851448687013,-0.0038895851448687013
2022-02-14,0.0,0.0,42227.886666666665,1.0,1.0,0.01146820514552127,0.01146820514552127
2022-02-15,0.0,0.0,42309.63333333333,-1.0,1.0,0.04722876701443535,0.04722876701443535
2022-02-16,0.0,0.0,43907.76333333333,-1.0,1.0,-0.015070201141052064,-0.015070201141052064
2022-02-17,0.0,0.0,43910.176666666666,-1.0,1.0,-0.07653493356819008,-0.07653493356819008
2022-02-18,0.0,0.0,41584.54,1.0,1.0,-0.013359265667383102,-0.013359265667383102
2022-02-19,0.0,0.0,40128.10666666667,-1.0,1.0,0.0026199241315199018,0.0026199241315199018
2022-02-20,0.0,0.0,40054.17333333333,-1.0,1.0,-0.042223429277602254,-0.042223429277602254
2022-02-21,0.136,0.0,38837.443333333336,1.0,1.0,-0.035916689265527824,-0.035916689265527824
2022-02-22,0.0,0.0,37767.503333333334,-1.0,1.0,0.03302433841617636,0.03302433841617636
2022-02-23,0.0,0.0,37669.776666666665,1.0,1.0,-0.025642467642837508,-0.025642467642837508
2022-02-24,0.0,0.0,37845.57666666667,1.0,1.0,0.02891811304211722,0.02891811304211722
2022-02-25,0.0,0.0,37497.496666666666,-1.0,1.0,0.02327223922638777,0.02327223922638777
2022-02-26,0.0,0.0,38972.35666666667,-1.0,1.0,-0.0026122429413982795,-0.0026122429413982795
2022-02-27,0.0,0.0,39346.11666666667,1.0,1.0,-0.03624153558887355,-0.03624153558887355
2022-02-28,0.0,0.0,38184.92333333333,1.0,1.0,0.14485582800848928,0.14485582800848928
2022-03-01,0.0,0.0,41612.003333333334,-1.0,1.0,0.029221501390175986,0.029221501390175986
2022-03-02,0.0,0.0,44060.06,-1.0,1.0,-0.011891169081429398,-0.011891169081429398
2022-03-03,0.0,0.0,44209.02333333334,-1.0,1.0,-0.032783830124999525,-0.032783830124999525
2022-03-04,0.0,0.0,42795.799999999996,1.0,1.0,-0.07785697460781071,-0.07785697460781071
2022-03-05,0.0,0.0,40075.32,-1.0,1.0,0.006368034052761873,0.006368034052761873
2022-03-06,0.0,0.0,39139.59666666666,-1.0,1.0,-0.024802045588147248,-0.024802045588147248
2022-03-07,0.0,0.0,38734.416666666664,1.0,1.0,-0.011264988947395915,-0.011264988947395915
2022-03-08,0.0,0.0,38230.19,1.0,1.0,0.019549068126776703,0.019549068126776703
2022-03-09,0.0,0.0,38653.45333333334,-1.0,1.0,0.08290802395933139,0.08290802395933139
