date,title_pos,title_neg,EMA_DIFFERENCE,y_test,predictions,daily returns,model returns
2022-01-21,0.0,0.0,1605.9086575343463,-1.0,-1.0,-0.10411763158690412,0.10411763158690412
2022-01-22,0.0,0.0,2238.9532277419203,1.0,-1.0,-0.03769730590849685,0.03769730590849685
2022-01-23,0.0,0.0,2270.8569027581616,1.0,-1.0,0.033449743409305954,-0.033449743409305954
2022-01-24,0.0,0.0,2097.800594956825,1.0,-1.0,0.011472069593911227,-0.011472069593911227
2022-01-25,0.0,0.0,1839.1356076777447,-1.0,-1.0,0.008127854753159802,-0.008127854753159802
2022-01-26,0.0,0.0,1625.6071146912436,1.0,-1.0,-0.004031027384361674,0.004031027384361674
2022-01-27,0.0,0.0,1358.8596370005253,1.0,-1.0,0.009529103211304513,-0.009529103211304513
2022-01-28,0.0,0.0,1038.8703715919182,1.0,-1.0,0.01497466368497391,-0.01497466368497391
2022-01-29,0.0,0.0,724.3027850653816,-1.0,-1.0,0.011938522495158699,-0.011938522495158699
2022-01-30,0.0,0.0,560.8579700066402,1.0,-1.0,-0.0074693110564038045,0.0074693110564038045
2022-01-31,0.0,0.0,334.90478641990194,1.0,-1.0,0.015446484007078931,-0.015446484007078931
2022-02-01,0.0,0.0,149.41415515322296,-1.0,-1.0,0.005919114875386322,-0.005919114875386322
2022-02-02,0.0,0.0,359.7993066383642,1.0,-1.0,-0.046472388000493026,0.046472388000493026
2022-02-03,0.0,0.0,385.50681505317334,1.0,-1.0,0.011254497733651725,-0.011254497733651725
2022-02-04,0.0,0.0,-384.72092808274465,-1.0,-1.0,0.11424433306415893,-0.11424433306415893
2022-02-05,0.0,0.0,-765.0781517619253,1.0,-1.0,-0.004610065124446061,0.004610065124446061
2022-02-06,0.0,0.0,-1119.5567557908653,1.0,-1.0,0.02412318803632174,-0.02412318803632174
2022-02-07,0.0,0.0,-1523.9684010174751,1.0,-1.0,0.03442874108058658,-0.03442874108058658
2022-02-08,0.0,0.0,-1710.3745541228927,1.0,-1.0,0.004630475508776266,-0.004630475508776266
2022-02-09,0.0,0.16,-1786.9901449476238,-1.0,-1.0,0.007486548937753801,-0.007486548937753801
2022-02-10,0.0,0.0,-1581.1156809503882,-1.0,-1.0,-0.01977070596528674,0.01977070596528674
2022-02-11,0.0,0.0,-1182.5754343224762,-1.0,-1.0,-0.025789140194926174,0.025789140194926174
2022-02-12,0.0,0.0,-869.1390140948715,-1.0,-1.0,-0.003678222332563097,0.003678222332563097
2022-02-13,0.0,0.0,-618.2848462713737,1.0,-1.0,-0.0038895851448687013,0.0038895851448687013
2022-02-14,0.0,0.0,-531.6306709679702,1.0,-1.0,0.01146820514552127,-0.01146820514552127
2022-02-15,0.0,0.0,-816.0510966194124,-1.0,-1.0,0.04722876701443535,-0.04722876701443535
2022-02-16,0.0,0.0,-814.1570260357839,-1.0,-1.0,-0.015070201141052064,0.015070201141052064
2022-02-17,0.0,0.0,-168.6555530222031,-1.0,-1.0,-0.07653493356819008,0.07653493356819008
2022-02-18,0.0,0.0,301.26975484091963,1.0,-1.0,-0.013359265667383102,0.013359265667383102
2022-02-19,0.0,0.0,532.1083285277418,-1.0,-1.0,0.0026199241315199018,-0.0026199241315199018
2022-02-20,0.0,0.0,938.7761029310859,-1.0,-1.0,-0.042223429277602254,0.042223429277602254
2022-02-21,0.136,0.0,1367.4976194656847,1.0,-1.0,-0.035916689265527824,0.035916689265527824
2022-02-22,0.0,0.0,1319.8500861626308,-1.0,-1.0,0.03302433841617636,-0.03302433841617636
2022-02-23,0.0,0.0,1401.2408136257,1.0,-1.0,-0.025642467642837508,0.025642467642837508
2022-02-24,0.0,0.0,1181.9524250659088,1.0,-1.0,0.02891811304211722,-0.02891811304211722
2022-02-25,0.0,0.0,837.5436993046096,-1.0,-1.0,0.02327223922638777,-0.02327223922638777
2022-02-26,0.0,0.0,618.6992643937192,-1.0,-1.0,-0.0026122429413982795,0.0026122429413982795
2022-02-27,0.0,0.0,717.9694441659594,1.0,-1.0,-0.03624153558887355,0.03624153558887355
2022-02-28,0.0,0.0,-243.01487578768138,1.0,-1.0,0.14485582800848928,-0.14485582800848928
2022-03-01,0.0,0.0,-999.014819450058,-1.0,-1.0,0.029221501390175986,-0.029221501390175986
2022-03-02,0.0,0.0,-1279.43618124348,-1.0,-1.0,-0.011891169081429398,0.011891169081429398
2022-03-03,0.0,0.0,-1113.7324353684598,-1.0,-1.0,-0.032783830124999525,0.032783830124999525
2022-03-04,0.0,0.0,-369.8788091848037,1.0,-1.0,-0.07785697460781071,0.07785697460781071
2022-03-05,0.0,0.0,23.952949875529157,-1.0,-1.0,0.006368034052761873,-0.006368034052761873
2022-03-06,0.0,0.0,420.27177833406313,-1.0,-1.0,-0.024802045588147248,0.024802045588147248
2022-03-07,0.0,0.0,699.9675953748592,1.0,-1.0,-0.011264988947395915,0.011264988947395915
2022-03-08,0.0,0.0,688.556473447039,1.0,-1.0,0.019549068126776703,-0.019549068126776703
2022-03-09,0.0,0.0,70.46153832944401,-1.0,-1.0,0.08290802395933139,-0.08290802395933139
